,ticker,time,scraped_at,open,high,low,volume,average_volume_2_weeks,average_volume,average_volume_30_days,high_52_weeks,high_52_weeks_date,low_52_weeks,low_52_weeks_date,dividend_yield,shares_float,market_cap,pb_ratio,pe_ratio,shares_outstanding,industry,num_employees,year_founded,payable_date,ex_dividend_date
3125,CMP,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,25.85,26.87,25.73,561653.0,556543.596184,556543.596184,504428.624918,27.15,2026-04-22,13.52578,2025-05-06,,32114886.3721,1106656335.5,4.08628,-27.81,41863300.0,Chemicals: Specialty,1849.0,1844.0,2024-03-20 00:00:00,2024-03-08 00:00:00
3133,EPRX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.715,7.715,7.05,193041.0,196165.51274,196165.51274,173653.344842,9.32,2026-01-21,3.6669,2025-05-14,,49526374.348,452913512.979783,7.36835,-7.48,61958072.911051,Biotechnology,,2011.0,,
3134,SIBN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.34,13.67,13.07,650842.0,558480.594415,558480.594415,662201.214899,21.89,2026-01-08,11.8,2026-04-29,,41946345.8775,599281114.34832,3.28216,-30.66,44243714.606742,Medical Specialties,376.0,2008.0,,
3137,CYRX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.98,12.65,10.98,2209999.0,418888.143516,418888.143516,452856.025282,12.65,2026-05-05,5.31,2025-06-03,,47757428.6957,611912482.18707,1.1056,-10.95,50197906.660137,Air Freight/Couriers,738.0,1990.0,,
3139,CRK,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,17.52,17.69,17.27,2107959.0,1907040.893217,1907040.893217,1987419.37341,31.1737,2025-06-23,14.65,2025-08-18,,59146347.586,5092461040.0,1.96749,13.314851,294022000.0,Oil & Gas Production,252.0,1919.0,2023-12-15 00:00:00,2023-11-30 00:00:00
3142,SLDE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.58,18.775,18.28,1647873.0,1857234.764505,1857234.764505,1708959.65832,25.9,2025-06-20,12.53,2025-09-17,,69190802.41976,2131947533.950084,1.94568,5.116034,114559244.167119,Packaged Software,504.0,2021.0,,
3144,CLB,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.78,14.51,13.775,561036.0,575085.423278,575085.423278,439070.506312,20.36,2026-01-23,9.72,2025-08-11,0.290276,45430326.1048,655034107.0,2.3599,20.493754,46096700.0,Oil & Gas Production,3300.0,2012.0,2026-06-01 00:00:00,2026-05-11 00:00:00
3147,CLBK,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.78,19.34,18.72,183752.0,315275.276436,315275.276436,258457.245421,19.74,2026-05-01,13.66,2025-06-18,,26111253.675,2002669890.0,1.66189,34.042166,104143000.0,Savings Banks,796.0,1927.0,,
3150,PATH,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.86,10.8799,10.42,29376366.0,25747804.396592,25747804.396592,24710563.3437,19.84,2025-12-08,9.28,2026-04-10,,415485114.171,5605967186.297322,2.79273,20.899267,523922166.943675,Packaged Software,3981.0,2005.0,,
3155,MG,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.855,19.5558,18.51,248002.0,164926.946823,164926.946823,157064.606095,19.5558,2026-05-05,7.06,2025-05-08,,17741341.9037,604358216.5,2.50951,35.586443,31816700.0,Engineering & Construction,4800.0,1978.0,,
3157,KD,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.44,14.775,14.3,4940019.0,4044731.706784,4044731.706784,3806690.26406,44.2,2025-07-08,10.1,2026-02-09,,220500427.75702,3311819290.415573,2.72373,13.717827,225447194.718555,Data Processing Services,73000.0,2020.0,,
3159,GPGI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,16.1905,16.725,15.97,2345892.0,3440718.068427,3440718.068427,3350835.10876,26.78,2025-11-03,11.07,2025-05-05,0.015694,181701396.877,4836331260.517261,8.31976,-11.12,289861028.499686,Commercial Printing/Forms,971.0,2000.0,2026-02-27 00:00:00,2026-02-13 00:00:00
3160,NCLH,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,17.2,17.45,16.91,33595121.0,24236475.947609,24236475.947609,21679880.5999,27.1799,2025-09-12,16.78,2025-05-06,,454968368.69,7712348225.4,3.24766,14.722246,455546000.0,Hotels/Resorts/Cruise lines,44500.0,1966.0,,
3161,SPNT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,22.95,23.535,22.945,388307.0,569647.362702,569647.362702,701497.046343,23.97,2026-04-27,17.17,2025-09-22,,102586893.14,2722357300.0,1.17361,5.984389,116990000.0,Property/Casualty Insurance,1099.0,1945.0,,
3162,EGHT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.66,2.79,2.465,2074933.0,1569111.898922,1569111.898922,1398180.08452,2.8598,2026-05-04,1.56,2025-06-02,,133981563.328,385215230.040892,2.62288,-85.13,139318347.211896,Packaged Software,1942.0,1987.0,,
3163,AVLN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,29.32,29.6,25.4401,467845.0,2566446.380663,2566446.380663,1924834.7855,30.6683,2026-05-04,18.0,2026-04-29,,41812046.0,1162374878.8,,,41812046.0,Pharmaceuticals: Major,50.0,2011.0,,
3164,VYX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.215,7.26,7.01,1503827.0,1887593.872647,1887593.872647,2106900.10515,14.67,2025-07-29,6.02,2026-04-02,,137678718.576,1007137257.452715,1.04892,24.151831,139011353.685675,Packaged Software,13500.0,1884.0,2023-10-16 00:00:00,2023-10-17 00:00:00
3165,OFIX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.0,12.54,11.34,818934.0,217119.010912,217119.010912,227970.660425,16.99,2025-11-04,10.24,2025-06-23,,38928948.0012,499396336.0,1.06304,-5.13,40144400.0,Medical Specialties,1605.0,1987.0,,
3166,FCEL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.2,14.06,12.66,10868276.0,10173457.88856,10173457.88856,6366795.09332,14.3,2026-05-01,3.5768,2025-05-06,,52811814.2835,716790987.0,0.985762,-1.96,52977900.0,Electronic Equipment/Instruments,424.0,1969.0,,
3168,GRPN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,15.76,16.1049,15.045,1382200.0,1888422.282649,1888422.282649,2183304.54982,43.08,2025-08-07,9.17,2026-03-13,,25056926.552,614411980.0,-14.4317,-7.1,40743500.0,Internet Retail,1734.0,2007.0,,
3170,STTK,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.9,7.08,6.44,516196.0,423782.133629,423782.133629,456365.697983,8.33,2026-04-20,0.712,2025-08-12,,64360321.3176,495060790.0,5.31494,-8.94,75581800.0,Biotechnology,40.0,2016.0,,
3173,GERN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.598,1.66,1.57,15760270.0,11839673.399662,11839673.399662,16421985.6022,2.01,2026-02-19,1.04,2025-11-05,,608361507.0,1060690080.83121,4.44759,-12.2,640900350.955414,Biotechnology,258.0,1990.0,2014-08-15 00:00:00,2014-07-22 00:00:00
3175,XRAY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,11.18,11.43,10.91,9476093.0,4186783.101064,4186783.101064,3304628.97281,17.18,2025-05-12,9.85,2025-11-20,5.714286,198637101.674,2277649770.0,1.66954,-3.79,200321000.0,Medical Specialties,14000.0,1899.0,2026-01-09 00:00:00,2025-12-26 00:00:00
3176,RXRX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.52,3.5579,3.32,13484661.0,11073962.645817,11073962.645817,11139547.3333,7.18,2025-10-20,2.8,2026-03-30,,466640374.481,1783021433.625,1.64405,-2.37,528302647.0,Biotechnology,600.0,2013.0,,
3177,BW,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,15.4,15.8,14.92,2173232.0,3252173.936765,3252173.936765,3127929.70555,18.8,2026-04-15,0.4052,2025-05-07,,130208884.596,2102643580.0,-14.9458,-17.28,135742000.0,Electronic Equipment/Instruments,1650.0,1856.0,,
3178,SST,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.7085,3.96,3.46,698050.0,5476136.097584,5476136.097584,3429791.95152,15.0,2025-06-23,1.35,2026-03-26,,4136181.447,38992198.318058,0.984884,-0.45,9896497.03504,Packaged Software,250.0,2013.0,,
3179,MTRX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.49,14.02,13.44,357727.0,230825.944656,230825.944656,181675.060398,16.105,2025-07-30,9.88,2026-03-20,,26289224.566,392109956.292312,2.74165,-19.44,28128404.32513,Engineering & Construction,2239.0,1984.0,,
3183,BDTX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.74,2.885,2.715,865887.0,844271.272196,844271.272196,838210.651138,4.94,2025-11-12,1.46,2025-05-06,,44974665.8011,163845827.118519,1.37484,6.948019,57288750.740741,Biotechnology,21.0,2014.0,,
3190,EVTL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.41,2.47,2.331,2490232.0,2384943.288231,2384943.288231,3877632.17414,7.6,2025-07-08,1.9,2026-03-30,,121036596.192,304950572.177967,-1.4866,0.681608,127328005.084746,Aerospace & Defense,454.0,2016.0,,
3192,INVA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,23.03,23.285,22.64,620479.0,495619.560997,495619.560997,561709.906703,25.145,2026-02-26,16.52,2025-10-15,,73574665.4831,1677769305.0,1.46301,6.963712,74073700.0,Pharmaceuticals: Major,159.0,1996.0,2015-09-30 00:00:00,2015-09-08 00:00:00
3195,NNVC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.57,1.57,1.39,410811.0,320523.11773,320523.11773,297634.965656,2.2299,2025-11-05,0.85,2026-02-05,,20994572.62,31096800.0,2.92574,-3.11,21595000.0,Pharmaceuticals: Major,7.0,2005.0,,
3196,HOVR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.35,2.35,2.22,1252073.0,1559770.178479,1559770.178479,1126812.66335,4.18,2025-10-15,0.45,2025-05-06,,37330040.99604,102974116.7,18.4289,-3.81,45263348.0,Aerospace & Defense,30.0,2022.0,,
3199,STXS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.92,1.97,1.9,239468.0,314169.163213,314169.163213,412806.515593,3.59,2025-10-09,1.74,2026-03-19,,81931690.8225,187156872.757895,13.4361,-7.63,97477537.894737,Medical Specialties,131.0,1990.0,,
3201,GCTS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.52,1.55,1.4202,2318825.0,2120870.705189,2120870.705189,1572959.72019,2.47,2025-05-14,0.9,2025-06-03,,55912249.95592,109103650.6,-1.0609,-1.87,72494120.0,Semiconductors,126.0,1998.0,,
3203,PRGS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,29.26,29.28,28.435,474474.0,893082.190711,893082.190711,1045094.59416,65.5,2025-06-30,23.82,2026-04-01,,41166083.4804,1222804387.477677,2.47406,14.979571,42078609.341971,Packaged Software,2801.0,1981.0,2024-09-16 00:00:00,2024-08-30 00:00:00
3204,ALMR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,23.67,24.415,23.13,121786.0,336272.311733,336272.311733,717517.0836,27.2,2026-04-28,17.0,2026-04-16,,36425064.62208,1604530759.2,,,67163280.0,Biotechnology,222.0,2018.0,,
3208,ZENA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.37,2.38,2.1001,2810428.0,2655776.066317,2655776.066317,2051572.9047,7.1093,2025-10-15,1.91,2026-04-29,,18592918.33784,102412290.263599,9.74039,-2.88,48080887.447699,Information Technology Services,500.0,2017.0,,
3210,FJET,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,4.935,5.0699,4.71,809347.0,1031589.826768,1031589.826768,1207167.43225,31.5,2025-12-22,4.39,2026-04-13,,29286902.35927,216231602.130612,8.6371,-17.79,44173973.877551,Miscellaneous Commercial Services,,,,
3211,TSHA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.71,6.95,6.565,2248675.0,2184417.299642,2184417.299642,2849432.45406,6.95,2026-05-05,1.845,2025-05-07,,235593429.852,1995590222.423948,7.66487,-18.42,287342004.668675,Biotechnology,99.0,2019.0,,
3214,ANGX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.0906,3.1693,2.88,1841636.0,1686944.192295,1686944.192295,2147341.38869,60.0,2025-09-08,2.045,2026-04-10,,69758077.657485,586541674.270627,-12.464,-2.85,186796711.551155,Movies/Entertainment,311.0,,,
3216,RXO,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.105,18.42,17.905,2213786.0,1657738.006741,1657738.006741,1792289.10482,20.38,2026-05-01,10.425,2025-11-18,,163489072.6734,2997744386.0,1.88555,-29.82,164711230.0,Packaged Software,9218.0,2022.0,,
3222,LUMN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.43,9.45,9.16,14223955.0,11107527.147861,11107527.147861,13027864.1544,11.95,2025-11-03,3.37,2025-08-01,,943327416.16,9475278926.087885,-8.5653,-5.34,1029921622.400857,Major Telecommunications,24000.0,1930.0,2022-09-09 00:00:00,2022-08-29 00:00:00
3223,LE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.92,11.1,10.82,149106.0,190658.645294,190658.645294,354838.447656,20.04,2026-01-26,7.65,2025-05-07,,9574048.2394,333036977.999997,1.35544,61.014085,30751336.842105,Apparel/Footwear Retail,3900.0,1963.0,,
3226,LFMD,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.09,5.21,4.93,936470.0,1006325.690372,1006325.690372,1221337.46125,15.84,2025-06-23,2.56,2026-02-24,,39576370.1004,245626081.320238,10.2557,-25.8,47973844.007859,Medical/Nursing Services,389.0,1987.0,,
3227,TILE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,26.7,27.48,26.635,343657.0,475588.134848,475588.134848,542614.669926,35.11,2026-02-09,18.7439,2025-05-23,0.29985,56907625.698,1595112470.498492,2.41079,13.595597,58429028.223388,Building Products,3570.0,1973.0,2026-04-10 00:00:00,2026-03-27 00:00:00
3228,KYIV,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.44,12.67,12.3,388071.0,424579.003605,424579.003605,505820.915618,16.48,2025-08-19,9.29,2026-03-30,,37260464.81352,2883486845.857955,2.202,21.59289,230863638.5795,Financial Conglomerates,5183.0,1994.0,,
3229,SMR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.21,12.39,11.58,18634970.0,33231067.881298,33231067.881298,36312401.1714,57.42,2025-10-16,8.85,2026-04-13,,312759093.666,4079572078.976186,3.31876,-5.27,343109510.426929,Electrical Products,428.0,2007.0,,
3231,DGXX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.34,5.68,4.71,115837539.0,2119620.531627,2119620.531627,2275364.70742,6.78,2025-11-03,1.16,2025-05-22,,61948284.5142,374080897.0,2.24623,-11.66,73493300.0,Data Processing Services,,2017.0,,
3235,SPIR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,17.95,18.43,16.38,2479825.0,1364385.728033,1364385.728033,2665983.0602,23.59,2026-04-13,6.6,2025-12-17,,27063511.0104,575309089.784525,5.11592,11.717701,35037094.383954,Packaged Software,377.0,2012.0,,
3243,JAGU,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.3,2.4499,2.2541,48767.0,132333.350331,132333.350331,213826.884934,5.5,2026-02-10,1.44,2026-03-13,,14205615.337305,48364095.915,10.7588,-29.76,20193777.0,Other Metals/Minerals,3.0,2022.0,,
3246,NAUT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.94,3.0256,2.81,275800.0,292709.365278,292709.365278,299583.832042,4.3101,2026-03-25,0.62,2025-09-04,,60542341.785,364716730.0,2.54289,-6.4,127079000.0,Biotechnology,130.0,2016.0,,
3248,NNOX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.9,1.91,1.78,1038303.0,2501969.800206,2501969.800206,2127909.39603,5.86,2025-05-13,1.66,2026-04-30,,69017472.654,125262405.240642,0.931307,-1.56,69590225.13369,Medical Specialties,197.0,2011.0,,
3249,GRRR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,15.35,15.7488,14.94,918507.0,771920.259854,771920.259854,677797.026857,27.8999,2025-06-20,9.04,2026-03-30,,24398943.605684,417573296.571993,2.02214,19.43,27653860.700132,Packaged Software,200.0,2001.0,,
3252,FATE,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.05,2.36,1.975,10705840.0,2141131.375303,2141131.375303,1775271.35799,2.36,2026-05-05,0.910001,2025-08-11,,110144659.625,273800436.525,1.00225,-1.57,116263455.0,Biotechnology,161.0,2007.0,,
3262,CMPX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,1.95,2.0,1.8416,7685425.0,26979321.447823,26979321.447823,14581724.1249,6.88,2026-02-03,1.61,2026-04-27,,120850393.544,352072040.0,1.75795,-4.47,180088000.0,Pharmaceuticals: Major,39.0,2014.0,,
3263,XPOF,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.53,6.86,6.46,504150.0,263219.797475,263219.797475,365827.523526,11.14,2025-07-21,3.83,2026-03-02,,28319248.32,319315494.135135,-0.8726,-4.57,49049999.099099,Other Consumer Services,340.0,2017.0,,
3266,ARDX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.31,7.42,6.94,5857346.0,4929890.407378,4929890.407378,3721022.22878,8.4,2026-01-23,3.21,2025-05-15,,236234326.758,1763789879.81096,11.4966,-29.93,247029394.931507,Pharmaceuticals: Major,489.0,2007.0,,
3269,UMAC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.87,13.87,13.21,2280136.0,3309335.998682,3309335.998682,3926904.29605,23.38,2026-03-12,4.67,2025-05-22,,34214124.449934,531233543.046338,2.98082,-18.35,38961022.592324,Electronic Equipment/Instruments,141.0,2019.0,,
3271,PSTV,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.44,6.5774,6.195,103100.0,202144.170748,202144.170748,536433.202593,23.425,2025-10-06,2.9,2026-04-07,,6817831.66477,43093548.4,8.74538,-0.2,6862030.0,Pharmaceuticals: Major,28.0,1996.0,,
3272,CSHR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,6.81,7.38,6.37,473556.0,1063318.494248,1063318.494248,810774.664518,13.7001,2026-03-26,4.72,2026-04-10,,59238318.14264,858350026.622615,0.8675,36.07,132257323.054332,Packaged Software,93.0,2025.0,,
3276,UEC,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,15.085,15.28,14.13,7683804.0,9248995.327288,9248995.327288,8229056.79836,20.34,2026-01-22,5.025,2025-05-20,,481364177.193,7115557815.0,5.13176,-81.25,490221000.0,Other Metals/Minerals,171.0,2003.0,,
3279,SMJF,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.2101,3.3,2.87,1378171.0,624829.046333,624829.046333,764915.865764,7.0,2025-12-04,0.82,2026-02-17,,2500002.1225,89925000.0,17.0556,158.252427,27500000.0,Building Products,41.0,1988.0,,
3290,STRZ,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,19.655,20.15,19.3749,81688.0,123620.93431,123620.93431,157073.972915,22.98,2025-06-02,8.0,2025-05-07,,11301795.301632,326385284.654616,0.500742,-16.21,16789366.494579,Movies/Entertainment,541.0,1987.0,,
3298,LTH,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,26.995,29.6,26.76,7727244.0,2154359.700034,2154359.700034,1965073.08616,34.99,2025-05-08,24.14,2025-11-04,,142180383.3562,6516633545.094356,1.85845,15.859031,221805090.030441,Other Consumer Services,44000.0,1992.0,,
3299,ERO,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,25.8,26.4,25.08,2859189.0,1096822.581842,1096822.581842,1037289.79936,39.799,2026-01-29,12.79,2025-07-31,,98234672.788,2696557500.666386,2.72416,8.698745,104477237.530662,Other Metals/Minerals,,2016.0,,
3304,URGN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,23.33,23.89,22.99,759374.0,771189.394677,771189.394677,795099.373838,30.0,2025-11-26,3.42,2025-05-21,,38532624.6376,1160099209.0,-10.6763,-7.26,48682300.0,Biotechnology,291.0,2004.0,,
3306,DCH,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.43,5.46,5.31,3291974.0,3084179.950878,3084179.950878,3581055.49289,9.25,2026-02-05,3.94,2025-07-01,,225331296.407,1274882595.0,0.994113,-32.41,236747000.0,Auto Parts: OEM,18000.0,1994.0,2008-12-29 00:00:00,2008-12-04 00:00:00
3307,AMTX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.6,3.8,3.54,1831155.0,1999991.99198,1999991.99198,1699408.61779,3.8,2026-05-05,1.22,2025-05-08,,63015190.3584,249753624.0,-0.7895,-2.76,68145600.0,Chemicals: Specialty,220.0,2006.0,,
3316,BWLP,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,20.61,20.74,20.5,380421.0,392200.205073,392200.205073,359294.327419,20.74,2026-05-05,9.95,2025-05-07,6.997633,86613702.997206,3309113943.017848,1.58135,12.609348,159860576.957384,Marine Shipping,1444.0,1955.0,2026-03-23 00:00:00,2026-03-13 00:00:00
3319,ANNX,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,5.78,5.88,5.635,1917644.0,2059561.321492,2059561.321492,2234222.67381,7.18,2026-01-23,1.6,2025-05-09,,143568759.234,932791788.007033,4.0155,-4.2,162507280.140598,Pharmaceuticals: Major,96.0,2011.0,,
3320,SERV,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.443,9.45,8.9,3015096.0,3078262.681686,3078262.681686,3138808.04968,18.64,2025-10-15,5.87,2025-05-07,,66236400.82782,692565155.807488,1.99226,-5.84,75690180.962567,Industrial Machinery,380.0,2017.0,,
3328,ESPR,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.11,3.12,3.11,25966861.0,27443265.832142,27443265.832142,17489394.9029,4.175,2026-01-08,0.6925,2025-05-15,,246512135.21,803103600.0,-2.5337,-14.89,257405000.0,Pharmaceuticals: Major,294.0,1998.0,,
3334,PANL,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,7.54,7.965,7.54,456760.0,411573.169869,411573.169869,438896.79325,9.3901,2026-02-27,3.945,2025-05-06,2.677376,34901087.784,516997510.5,1.13049,24.9499,65318700.0,Miscellaneous,1070.0,1996.0,2026-03-13 00:00:00,2026-02-27 00:00:00
3336,VACI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,10.115,10.115,10.105,50478.0,129904.303588,129904.303588,265241.6605,10.3,2026-04-21,9.86,2025-11-21,,23660000.0,316712603.37,1.41695,1531.818182,31326667.0,Financial Conglomerates,3.0,2025.0,,
3345,DRVN,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.88,13.96,13.51,1241058.0,2418691.315339,2418691.315339,1732759.81619,19.74,2025-09-05,9.8,2026-02-25,,58864993.668,2285091373.666666,2.82902,-10.94,164454219.047619,Other Consumer Services,10700.0,1972.0,,
3348,LSPD,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,9.56,9.6,9.24,902943.0,1253625.367811,1253625.367811,916109.355981,14.34,2025-07-31,8.365,2026-03-27,,122731441.686,1291014366.910999,0.872592,-2.07,137341953.926702,Packaged Software,3000.0,2005.0,,
3356,GDOT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,12.54,12.635,12.465,218247.0,383152.874278,383152.874278,437113.976343,15.4099,2025-09-19,8.045,2025-05-07,,50501820.0609,707982943.5,0.780817,-7.0,56661300.0,Finance/Rental/Leasing,900.0,1999.0,,
3358,LOCO,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,13.0,13.2,12.9525,167464.0,248838.989936,248838.989936,255058.609994,14.5,2026-03-18,8.79,2025-05-06,,27520103.9025,391828404.0,1.33795,14.428413,29956300.0,Restaurants,4034.0,1980.0,2022-11-09 00:00:00,2022-10-21 00:00:00
3361,HLLY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.23,3.31,3.21,480506.0,565451.65554,565451.65554,545086.120712,4.48,2026-02-18,1.6,2025-05-08,,76169276.552,391303720.0,0.866359,20.350657,119848000.0,Auto Parts: OEM,1407.0,1903.0,,
3362,LYFT,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.1,14.28,14.01,14238634.0,11392681.667478,11392681.667478,12760222.6321,25.54,2025-11-12,12.305,2025-05-07,,370620244.875,5472177747.130154,1.7217,2.064793,388925213.015647,Other Transportation,3913.0,2007.0,,
3364,LBTYA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,11.8,12.1,11.5,2827449.0,2479908.783896,2479908.783896,2292578.62375,13.52,2026-02-18,9.025,2025-05-13,,168392120.28,4042607592.672316,0.420091,-0.73,336323427.011008,Major Telecommunications,6636.0,2004.0,2024-11-12 00:00:00,2024-11-13 00:00:00
3365,MITK,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,15.38,15.5595,15.13,1360059.0,916502.219519,916502.219519,968273.714774,15.795,2026-04-21,8.23,2025-05-06,,43657270.257,698097601.5,2.95739,44.155093,45316300.0,Information Technology Services,595.0,1983.0,,
3377,BBWI,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.58,19.04,18.295,7389700.0,5540572.463915,5540572.463915,5932924.73321,34.66,2025-05-12,14.275,2025-11-21,4.310345,199258006.584,3702426455.0,-2.8871,5.976878,201383000.0,Specialty Stores,60735.0,1963.0,2026-03-06 00:00:00,2026-02-20 00:00:00
3378,AMBP,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,3.95,4.01,3.9,706116.0,1263432.431115,1263432.431115,1153033.73463,5.03,2026-02-05,3.29,2025-11-07,10.152284,137268379.7,2342984000.0,-3.3738,-469.05,597700000.0,Containers/Packaging,6498.0,2021.0,2026-06-25 00:00:00,2026-06-11 00:00:00
3380,VTS,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,18.74,19.04,18.155,542196.0,408548.887275,408548.887275,528513.446432,27.15,2025-08-27,17.22,2026-04-08,11.137317,30759868.430475,786696336.488471,1.3609,30.92,41712425.052411,Oil & Gas Production,37.0,2022.0,2026-06-30 00:00:00,2026-06-15 00:00:00
3384,SSRM,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,29.01,29.19,28.14,2319904.0,2771192.492363,2771192.492363,3240468.11951,36.515,2026-04-09,10.185,2025-05-14,,202115701.425,5781537214.577283,1.64009,15.347956,204801176.570219,Precious Metals,4800.0,2020.0,2023-12-11 00:00:00,2023-11-09 00:00:00
3386,HURA,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,2.16,2.3391,2.16,610636.0,948595.039886,948595.039886,1390131.8607,4.2,2025-05-13,0.41,2026-02-03,,47966805.285,148061879.859814,6.14801,-3.39,63682528.971963,Biotechnology,22.0,2023.0,,
3389,CALY,2026-05-05 19:38:20.384385,2026-05-05 19:38:20.384385,14.33,14.75,14.33,2203805.0,2183229.983374,2183229.983374,2432234.46757,16.65,2026-01-22,5.865,2025-06-03,,137896135.496,2655940803.614737,1.26665,-7.39,181976074.245614,Recreational Products,28000.0,1982.0,2020-06-17 00:00:00,2020-05-26 00:00:00
